date,spot,vol_factor,realized_vol,rate_shift,value,delta,gamma,vega,theta,rho,vanna,volga,delta_sabr,delta_bartlett,vanna_analytic,volga_analytic,vega_0-3M,vega_3M-6M,vega_6M-1Y,vega_1Y+
2025-08-26,645.1599731445312,0.7581176632666059,0.11022799893217598,0.0049499988555908245,1125763.6595666744,3845.9435454388854,9.716223653343846,2112830.7768605673,-177244.6681296957,4347521.208510835,-21381.40507333335,-10107292.971571837,4454.376334076901,3438.850937711964,-21350.8960261802,-10083243.07327385,0.0,0.0,0.0,2112830.7768605673
2025-08-27,646.6300048828125,0.7375382717208273,0.10723581808842854,0.004670000076293944,1129451.4190670233,3868.3708036082417,9.419955835445322,2092692.9469815423,-176277.31963623408,4370797.276668569,-21604.220860087647,-9878302.969401034,4471.740079305771,3469.3010188428984,-21572.679249105582,-9854672.647361815,0.0,0.0,0.0,2092692.9469815418
2025-08-28,648.9199829101562,0.7212927765160616,0.10487377257115658,0.004790000915527344,1139537.319399886,3891.989205873359,8.734747379234392,2040639.291766195,-174422.0728282765,4393872.846727442,-21809.48387892351,-9273006.885493657,4480.271693240566,3509.7180404334626,-21776.11068659899,-9250709.838573692,0.0,0.0,0.0,2040639.2917661956
2025-08-29,645.0499877929688,0.7173826185985926,0.10430524752071221,0.00450000286102295,1118510.6125053356,3885.4489961616455,10.126427361629808,2145573.007420604,-178896.11552500952,4380297.574802327,-21796.275906999064,-10534500.443558272,4508.846790466086,3471.9655715019094,-21766.15156799554,-10509278.721009914,0.0,0.0,0.0,2145573.007420604
2025-09-02,640.27001953125,0.7234130978135502,0.10518206082908793,0.00439000129699707,1092636.2793303682,3875.707445832052,11.978380431018191,2273263.99704494,-185362.54612040997,4351686.670514717,-21651.889708403458,-12074781.913684377,4544.626903541315,3421.1974894707155,-21627.350109357918,-12046365.996403603,0.0,0.0,0.0,2273263.99704494
2025-09-03,643.739990234375,0.7161150400028112,0.1041209454540644,0.004250001907348637,1107748.3923014093,3903.3678074996637,10.848319304679421,2195809.060687309,-182373.77810900542,4380767.718652432,-21920.0067777255,-11161431.161779659,4548.646113745514,3474.8783199095533,-21892.068782360213,-11134841.940933019,0.0,0.0,0.0,2195809.060687309
2025-09-04,649.1199951171875,0.7291042001969505,0.10600952977993303,0.004049999713897703,1133080.452088879,3917.617451477602,9.073055275242414,2067027.8814636054,-176971.25153786672,4400146.260261484,-21975.154833501598,-9611129.647030907,4520.900765269694,3528.408263957082,-21943.161489307735,-9588044.202828985,0.0,0.0,0.0,2067027.8814636054
2025-09-05,647.239990234375,0.7111358513744706,0.1033969865946402,0.0031700015068054227,1117451.1533792212,3924.0557949920308,10.047369559789853,2143621.7744463794,-179391.08920419752,4405834.146603988,-22088.260671663294,-10523329.231186267,4552.932837038337,3513.641791830954,-22058.472427151682,-10498095.540090613,0.0,0.0,0.0,2143621.7744463794
2025-09-08,648.8300170898438,0.6925872830570337,0.10070008126219074,0.0033500003814697296,1123044.511590836,3959.9852426476173,9.635758729383873,2111036.332060226,-179034.56611572212,4432172.484062451,-22412.811525126766,-10170614.23171242,4581.990742836964,3561.879003504333,-22381.685952959095,-10146056.750600796,0.0,0.0,0.0,2111036.3320602262
2025-09-09,650.3300170898438,0.6743221214347903,0.09804438239993558,0.0035000014305114763,1129424.5241960404,3984.2769186274045,9.176936470729668,2076721.5955189406,-177922.34193366545,4454054.279675547,-22643.853057688004,-9780883.967042372,4596.730723760138,3598.166316135351,-22611.290522876927,-9757111.658557188,0.0,0.0,0.0,2076721.5955189406
2025-09-10,652.2100219726562,0.6583217941549199,0.0957179835521359,0.003370001316070556,1136326.1115587654,4005.467671513142,8.663015431257495,2039215.4099189243,-176256.78069844603,4475235.29162242,-22834.199132097856,-9341641.465915699,4606.600617956185,3632.1910489769716,-22800.273518899812,-9318800.990046605,0.0,0.0,0.0,2039215.4099189243
2025-09-11,657.6300048828125,0.6755513247897222,0.09822310482345893,0.0033500003814697296,1163096.2742247384,4003.432734843652,6.924490854459421,1902688.3793154773,-170144.09250172187,4479311.335786799,-22637.212424112226,-7692736.99083186,4558.263779002636,3668.5826728956317,-22600.62253763893,-7673946.915222772,0.0,0.0,0.0,1902688.3793154773
2025-09-12,657.4099731445312,0.6550324493960918,0.09523972284389523,0.0033500003814697296,1160284.145540921,4024.6227477290113,7.05511785810387,1913980.3605880989,-170891.61959169066,4496110.15436279,-22874.267004560155,-7844674.877230773,4584.9203658664,3688.397053931757,-22837.488882639424,-7825409.173043203,0.0,0.0,0.0,1913980.3605880989
2025-09-15,660.9099731445312,0.6507598884430076,0.09461850549599048,0.003070001602172856,1173829.1653391302,4042.8956306783602,6.140682614902222,1840206.1759705488,-167679.94017039082,4511270.974258484,-22921.10346011583,-6972081.100005311,4579.78655672256,3728.7163963100984,-22883.199634914,-6954932.398635018,0.0,0.0,0.0,1840206.1759705488
2025-09-16,660.0,0.6320101677124974,0.09189235321541174,0.0029700016975402824,1167244.490626779,4063.594588926392,6.49376270605104,1870376.9817130235,-169250.9676790553,4526505.151570996,-23180.01006618485,-7347308.555498842,4612.283011128879,3742.9014990356236,-23142.221212020828,-7329122.397533468,0.0,0.0,0.0,1870376.981713024
2025-09-17,659.1799926757812,0.6136579375389422,0.08922399485101588,0.0027500009536743156,1160398.8178477876,4083.521369938974,6.866101920454486,1902039.5453598718,-170699.61757574196,4541751.923847824,-23430.63609152043,-7739149.977963962,4644.306341375064,3755.8906238342906,-23393.077661470597,-7719889.099378962,0.0,0.0,0.0,1902039.5453598718
2025-09-18,662.260009765625,0.6078846582092182,0.08838457762249502,0.0028700017929077157,1175304.3635000254,4092.1416930232263,5.90349549459166,1824027.5183975548,-167210.4909920665,4551848.1847647745,-23399.803470042876,-6808453.312570748,4626.936112139292,3786.572687553313,-23360.93289166729,-6791488.16622241,0.0,0.0,4481228.674511229,-2657201.156113674
2025-09-19,663.7000122070312,0.5922216674087932,0.08610722647124401,0.0028500008583068823,1180854.8012707178,4108.477672278844,5.5086530703767735,1792662.8271893659,-165769.09445299854,4567001.067599889,-23518.852231681474,-6441409.643131523,4633.554920899283,3812.7740500929112,-23479.317259267846,-6425295.037667355,0.0,0.0,4454312.734381195,-2661649.9071918293
2025-09-22,666.8400268554688,0.587891468012254,0.08547762866923372,0.002550001144409182,1192703.319686758,4122.88922542573,4.714083396402657,1726853.7676719092,-162663.18199482973,4577743.074248791,-23510.665695805445,-5665796.304867285,4626.5565351176865,3846.19992652956,-23470.61162342506,-5651593.152089563,0.0,0.0,4398721.254725381,-2671867.4870534716
2025-09-23,663.2100219726562,0.5883785458998781,0.08554844831040338,0.0025200009346008287,1174163.3801444657,4135.82332186681,5.83371860725109,1819678.379337829,-167803.9330302591,4578400.787164047,-23784.558261139355,-6792074.181665271,4673.044348481177,3835.0630889336935,-23745.522850684225,-6774974.429758509,0.0,0.0,4435967.902061101,-2616289.522723272
2025-09-24,661.0999755859375,0.5767848787907388,0.08386276442827385,0.002650001049041742,1163178.8797019208,4154.203039317508,6.509390918838115,1873725.16230545,-171010.70576014317,4586739.989493987,-24051.002387354827,-7461586.129882108,4711.918750524377,3839.8689291045457,-24012.57838713864,-7442741.680652592,0.0,0.0,4449774.023784812,-2576048.8614793615
2025-09-25,658.0499877929688,0.5727246969932873,0.08327242636266868,0.002899999618530276,1148429.141978968,4165.501121546277,7.498433916190876,1948717.5939023276,-175437.8787655171,4585675.020851764,-24253.616263306718,-8388228.119157477,4750.983229566818,3830.7213381346014,-24216.600958032566,-8367084.511293264,0.0,0.0,4474427.836712433,-2525710.2428101054
