dynamics,rv_anchor,lambda_min,lambda_max,mean_abs_unexplained,std_unexplained,r2,total_vanna,abs_total_vanna,mean_abs_vanna,vanna_on_up_gaps,resid_on_gap_days,hedge_std_bs,hedge_gain_bs,hedge_std_sabr,hedge_gain_sabr,hedge_std_bartlett,hedge_gain_bartlett
ewma,0.14539695389396606,0.5021178507196845,1.3114339548577862,43.20684505833934,108.98107216846674,0.9999864441957468,-53530.74802509713,53530.74802509713,261.0117026796845,-13617.721538630325,379.0398671302188,5453.660820303828,0.0,3310.5535896376787,0.39296672478923156,6942.593251724676,-0.2730152241733835
gjr,0.13268108358167555,0.49264394506765263,1.424671302065696,43.941748290777305,120.22071683192199,0.9999819509843153,-19254.013802405083,19254.013802405083,223.53192647187404,-7960.039377328347,620.4993522479301,4518.856665626171,0.0,3498.3461751426757,0.22583378186041328,5716.097158573927,-0.2649432326665436
