date,spot,vol_factor,0-3M,3M-6M,6M-1Y,1Y+,total_parallel,sum_buckets,interaction
2026-02-09,693.9500122070312,0.8722579389063511,0.0,0.0,-2262725.406690687,3420393.76432735,1157668.3576366515,1157668.3576366631,-1.1641532182693481e-08
2026-02-10,692.1199951171875,0.8486288371466869,0.0,0.0,-2261335.0824702415,3464147.1301920363,1202812.0477217832,1202812.0477217948,-1.1641532182693481e-08
2026-02-11,691.9600219726562,0.8227994090183905,0.0,0.0,-2261685.1027321303,3466050.168324029,1204365.065591922,1204365.0655918987,2.3283064365386963e-08
2026-02-12,681.27001953125,0.8998635655768199,0.0,0.0,-2227051.208240306,3712028.922208154,1484977.713967848,1484977.713967848,0.0
2026-02-13,681.75,0.8726533893725072,0.0,0.0,-2229590.5505462084,3705809.392627317,1476218.842081097,1476218.8420811086,-1.1641532182693481e-08
2026-02-17,682.8499755859375,0.8471666923955483,0.0,0.0,-2228573.115788796,3679310.791979416,1450737.6761905965,1450737.6761906198,-2.3283064365386963e-08
2026-02-18,686.2899780273438,0.832280129574693,0.0,0.0,-2237562.4450875446,3593115.676782327,1355553.2316947822,1355553.2316947822,0.0
2026-02-19,684.47998046875,0.8100103855934947,0.0,0.0,-2233897.6862480515,3642788.146816427,1408890.4605683638,1408890.4605683754,-1.1641532182693481e-08
2026-02-20,689.4299926757812,0.8086323703186031,0.0,0.0,-2243077.5441335514,3517343.761391414,1274266.2172578857,1274266.2172578624,2.3283064365386963e-08
2026-02-23,682.3900146484375,0.8306615433080512,0.0,0.0,-2218391.1604616325,3688742.1878767665,1470351.0274151224,1470351.027415134,-1.1641532182693481e-08
2026-02-24,687.3499755859375,0.82831876586356,0.0,0.0,-2229946.8555332045,3563058.401405113,1333111.5458719083,1333111.5458719083,0.0
2026-02-25,693.1500244140625,0.8339339808424834,0.0,0.0,-2235687.383996183,3416281.8717519054,1180594.487755734,1180594.4877557224,1.1641532182693481e-08
2026-02-26,689.2999877929688,0.8221362137889264,0.0,0.0,-2230643.5703349067,3512131.793037476,1281488.222702546,1281488.2227025693,-2.3283064365386963e-08
2026-02-27,685.989990234375,0.8074188967942498,0.0,0.0,-2224408.8912388426,3599615.4066961026,1375206.5154572716,1375206.51545726,1.1641532182693481e-08
2026-03-02,686.3800048828125,0.7829692306775791,0.0,0.0,-2222875.7212853525,3587429.98692994,1364554.265644576,1364554.2656445876,-1.1641532182693481e-08
2026-03-03,680.3300170898438,0.7951852967342622,0.0,0.0,-2201567.962124618,3740508.627002174,1538940.6648775563,1538940.6648775563,0.0
2026-03-04,685.1300048828125,0.7935575205902594,0.0,0.0,-2215061.8503808393,3614639.7977468558,1399577.947366028,1399577.9473660165,1.1641532182693481e-08
2026-03-05,681.3099975585938,0.7837783099474804,0.0,0.0,-2203365.224619012,3717692.103942146,1514326.8793231458,1514326.8793231342,1.1641532182693481e-08
2026-03-06,672.3800048828125,0.8378259228540765,0.0,0.0,-2153247.2762054764,3935726.2620212277,1782478.9858157863,1782478.9858157514,3.4924596548080444e-08
2026-03-09,678.27001953125,0.8451284001548772,0.0,0.0,-2178099.558102316,3776276.8105754047,1598177.2524731,1598177.2524730884,1.1641532182693481e-08
2026-03-10,677.1799926757812,0.8205106030045896,0.0,0.0,-2174657.512055675,3810365.436916193,1635707.9248605296,1635707.924860518,1.1641532182693481e-08
2026-03-11,676.3300170898438,0.796223338033189,0.0,0.0,-2172048.886250425,3838249.60190641,1666200.7156559965,1666200.7156559848,1.1641532182693481e-08
2026-03-12,666.0599975585938,0.8737220821664569,0.0,0.0,-2096100.0716388691,4067643.35032808,1971543.2786892168,1971543.2786892108,6.05359673500061e-09
2026-03-13,662.2899780273438,0.8605993693707665,0.0,0.0,-2062320.110430353,4162849.3250961937,2100529.214665841,2100529.2146658404,4.656612873077393e-10
