kappa,resid_single,resid_bucketed,resid_exact,bucket_improvement,exact_improvement,bucket_share_of_gap
4.0,3795.2872606330393,2964.715584311319,43.20684505833934,0.2188429015471108,0.9886156588181069,0.2213629731585864
2.0,3765.4070598776852,3117.3144280721945,49.99014507098073,0.17211754838175272,0.986723840403963,0.17443335342063704
8.0,3391.6000972088036,2844.8646807885298,42.84818090559821,0.16120279536205417,0.9873663817438674,0.16326542845963715
